tool,id,cwe
semgrep,java.lang.security.audit.crypto.ecb-cipher.ecb-cipher,CWE-327
semgrep,java.lang.security.audit.crypto.gcm-nonce-reuse.gcm-nonce-reuse,CWE-323
semgrep,java.lang.security.audit.crypto.no-null-cipher.no-null-cipher,CWE-327
semgrep,java.lang.security.audit.crypto.no-static-initialization-vector.no-static-initialization-vector,CWE-329
semgrep,java.lang.security.audit.crypto.rsa-no-padding.rsa-no-padding,CWE-326
semgrep,java.lang.security.audit.crypto.ssl.avoid-implementing-custom-digests.avoid-implementing-custom-digests,CWE-327
semgrep,java.lang.security.audit.crypto.ssl.defaulthttpclient-is-deprecated.defaulthttpclient-is-deprecated,CWE-326
semgrep,java.lang.security.audit.crypto.ssl.insecure-hostname-verifier.insecure-hostname-verifier,CWE-295
semgrep,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295
semgrep,java.lang.security.audit.crypto.unencrypted-socket.unencrypted-socket,CWE-319
semgrep,java.lang.security.audit.crypto.use-of-aes-ecb.use-of-aes-ecb,CWE-327
semgrep,java.lang.security.audit.crypto.use-of-blowfish.use-of-blowfish,CWE-327
semgrep,java.lang.security.audit.crypto.use-of-default-aes.use-of-default-aes,CWE-327
semgrep,java.lang.security.audit.crypto.use-of-md5-digest-utils.use-of-md5-digest-utils,CWE-328
semgrep,java.lang.security.audit.crypto.use-of-md5.use-of-md5,CWE-328
semgrep,java.lang.security.audit.crypto.use-of-rc2.use-of-rc2,CWE-327
semgrep,java.lang.security.audit.crypto.use-of-rc4.use-of-rc4,CWE-327
semgrep,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1,CWE-328
semgrep,java.lang.security.audit.crypto.weak-random.weak-random,CWE-330
semgrep,java.lang.security.audit.crypto.weak-rsa.use-of-weak-rsa-key,CWE-326
semgrep,java.lang.security.audit.dangerous-groovy-shell.dangerous-groovy-shell,CWE-94
semgrep,java.lang.security.audit.el-injection.el-injection,CWE-94
semgrep,java.lang.security.audit.formatted-sql-string-deepsemgrep.formatted-sql-string-deepsemgrep,CWE-89
semgrep,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89
semgrep,java.lang.security.audit.http-response-splitting.http-response-splitting,CWE-113
semgrep,java.lang.security.audit.insecure-smtp-connection.insecure-smtp-connection,CWE-297
semgrep,java.lang.security.audit.java-reverse-shell.java-reverse-shell,CWE-78
semgrep,java.lang.security.audit.jdbc-sql-formatted-string.jdbc-sql-formatted-string,CWE-89
semgrep,java.lang.security.audit.ldap-entry-poisoning.ldap-entry-poisoning,CWE-90
semgrep,java.lang.security.audit.ldap-injection.ldap-injection,CWE-90
semgrep,java.lang.security.audit.md5-used-as-password.md5-used-as-password,CWE-327
semgrep,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502
semgrep,java.lang.security.audit.ognl-injection.ognl-injection,CWE-94
semgrep,java.lang.security.audit.overly-permissive-file-permission.overly-permissive-file-permission,CWE-276
semgrep,java.lang.security.audit.permissive-cors.permissive-cors,CWE-183
semgrep,java.lang.security.audit.saxreader-xmlreader-constructor.saxreader-xmlreader-constructor,CWE-611
semgrep,java.lang.security.audit.script-engine-injection.script-engine-injection,CWE-94
semgrep,java.lang.security.audit.sqli.hibernate-sqli.hibernate-sqli,CWE-89
semgrep,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli,CWE-89
semgrep,java.lang.security.audit.sqli.jdo-sqli.jdo-sqli,CWE-89
semgrep,java.lang.security.audit.sqli.jpa-sqli.jpa-sqli,CWE-89
semgrep,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,CWE-89
semgrep,java.lang.security.audit.sqli.turbine-sqli.turbine-sqli,CWE-89
semgrep,java.lang.security.audit.sqli.vertx-sqli.vertx-sqli,CWE-89
semgrep,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,CWE-78
semgrep,java.lang.security.audit.tainted-env-from-http-request.tainted-env-from-http-request,CWE-454
semgrep,java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request,CWE-90
semgrep,java.lang.security.audit.tainted-session-from-http-request.tainted-session-from-http-request,CWE-501
semgrep,java.lang.security.audit.tainted-xpath-from-http-request.tainted-xpath-from-http-request,CWE-643
semgrep,java.lang.security.audit.unsafe-reflection.unsafe-reflection,CWE-470
semgrep,java.lang.security.audit.unvalidated-redirect.unvalidated-redirect,CWE-601
semgrep,java.lang.security.audit.url-rewriting.url-rewriting,CWE-200
semgrep,java.lang.security.audit.weak-ssl-context.weak-ssl-context,CWE-326
semgrep,java.lang.security.audit.xml-custom-entityresolver.xml-custom-entityresolver,CWE-611
semgrep,java.lang.security.audit.xml-decoder.xml-decoder,CWE-611
semgrep,java.lang.security.audit.xss.jsf.autoescape-disabled.autoescape-disabled,CWE-150
semgrep,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79
semgrep,java.lang.security.audit.xssrequestwrapper-is-insecure.xssrequestwrapper-is-insecure,CWE-79
semgrep,java.lang.security.audit.xxe.documentbuilderfactory-disallow-doctype-decl-false.documentbuilderfactory-disallow-doctype-decl-false,CWE-611
semgrep,java.lang.security.audit.xxe.documentbuilderfactory-disallow-doctype-decl-missing.documentbuilderfactory-disallow-doctype-decl-missing,CWE-611
semgrep,java.lang.security.audit.xxe.documentbuilderfactory-external-general-entities-true.documentbuilderfactory-external-general-entities-true,CWE-611
semgrep,java.lang.security.audit.xxe.documentbuilderfactory-external-parameter-entities-true.documentbuilderfactory-external-parameter-entities-true,CWE-611
semgrep,java.lang.security.audit.xxe.saxparserfactory-disallow-doctype-decl-missing.saxparserfactory-disallow-doctype-decl-missing,CWE-611
semgrep,java.lang.security.audit.xxe.transformerfactory-dtds-not-disabled.transformerfactory-dtds-not-disabled,CWE-611
semgrep,java.lang.security.crypto.hardcoded-secret-key-spec.hardcoded-secret-key-spec,CWE-798
semgrep,java.lang.security.do-privileged-use.do-privileged-use,CWE-269
semgrep,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22
semgrep,java.lang.security.insecure-jms-deserialization.insecure-jms-deserialization,CWE-502
semgrep,java.lang.security.jackson-unsafe-deserialization.jackson-unsafe-deserialization,CWE-502
semgrep,java.lang.security.net.http.base64-encoded-hardcoded-secret.base64-encoded-hardcoded-secret,CWE-798
semgrep,java.lang.security.net.http.httprequest-hardcoded-secret-in-request-header.httprequest-hardcoded-secret-in-request-header,CWE-798
semgrep,java.lang.security.net.http.passwordauthentication-hardcoded-password.passwordauthentication-hardcoded-password,CWE-798
semgrep,java.lang.security.net.http.urlconnection-hardcoded-secret-in-request-header.urlconnection-hardcoded-secret-in-request-header,CWE-798
semgrep,java.lang.security.properties.properties-hardcoded-secret.properties-hardcoded-secret,CWE-798
semgrep,java.lang.security.servletresponse-writer-xss.servletresponse-writer-xss,CWE-79
semgrep,java.lang.security.sql.drivermanager-hardcoded-secret.drivermanager-hardcoded-secret,CWE-798
semgrep,java.lang.security.system.system-setproperty-hardcoded-secret.system-setproperty-hardcoded-secret,CWE-798
semgrep,java.lang.security.use-snakeyaml-constructor.use-snakeyaml-constructor,CWE-502
semgrep,java.lang.security.xmlinputfactory-external-entities-enabled.xmlinputfactory-external-entities-enabled,CWE-611
semgrep,java.lang.security.xmlinputfactory-possible-xxe.xmlinputfactory-possible-xxe,CWE-611
semgrep,java.lang.security.xxe.documentbuilderfactory-xxe-parameter-entity.documentbuilderfactory-xxe-parameter-entity,CWE-611
semgrep,java.lang.security.xxe.documentbuilderfactory-xxe-parse.documentbuilderfactory-xxe-parse,CWE-611
semgrep,java.lang.security.xxe.documentbuilderfactory-xxe.documentbuilderfactory-xxe,CWE-611
semgrep,java.lang.security.xxe.saxbuilder-xxe-parameter-entities.saxbuilder-xxe-parameter-entities,CWE-611
semgrep,java.lang.security.xxe.saxbuilder-xxe.saxbuilder-xxe,CWE-611
semgrep,java.lang.security.xxe.saxparserfactory-xxe-parameter-entity.saxparserfactory-xxe-parameter-entity,CWE-611
semgrep,java.lang.security.xxe.saxparserfactory-xxe.saxparserfactory-xxe,CWE-611
semgrep,java.lang.security.xxe.saxreader-xxe-parameter-entities.saxreader-xxe-parameter-entities,CWE-611
semgrep,java.lang.security.xxe.saxreader-xxe.saxreader-xxe,CWE-611
semgrep,java.lang.security.xxe.saxtransformerfactory-xxe-stylesheet.saxtransformerfactory-xxe-stylesheet,CWE-611
semgrep,java.lang.security.xxe.saxtransformerfactory-xxe.saxtransformerfactory-xxe,CWE-611
semgrep,java.lang.security.xxe.schemafactory-xxe-schema.schemafactory-xxe-schema,CWE-611
semgrep,java.lang.security.xxe.schemafactory-xxe.schemafactory-xxe,CWE-611
semgrep,java.lang.security.xxe.validator-xxe.validator-xxe,CWE-611
semgrep,java.lang.security.xxe.xmlreader-xxe-parameter-entities.xmlreader-xxe-parameter-entities,CWE-611
semgrep,java.lang.security.xxe.xmlreader-xxe.xmlreader-xxe,CWE-611
semgrep,java.micronaut.audit.cookies.cookie-samesite-none.cookie-samesite-none,CWE-1275
semgrep,java.micronaut.audit.cookies.httponly-false.httponly-false,CWE-1004
semgrep,java.micronaut.audit.cookies.missing-httponly.missing-httponly,CWE-1004
semgrep,java.micronaut.audit.cookies.missing-secure.missing-secure,CWE-614
semgrep,java.micronaut.audit.cookies.secure-false.secure-false,CWE-614
semgrep,java.micronaut.command-injection.tainted-system-command-msg.tainted-system-command-msg,CWE-78
semgrep,java.micronaut.command-injection.tainted-system-command-sls.tainted-system-command-sls,CWE-78
semgrep,java.micronaut.command-injection.tainted-system-command.tainted-system-command,CWE-78
semgrep,java.micronaut.deserialization.objectinputstream-deserialization-msg.objectinputstream-deserialization-msg,CWE-502
semgrep,java.micronaut.deserialization.objectinputstream-deserialization-sls.objectinputstream-deserialization-sls,CWE-502
semgrep,java.micronaut.deserialization.objectinputstream-deserialization.objectinputstream-deserialization,CWE-502
semgrep,java.micronaut.path-traversal.file-access-taint-msg.file-access-taint-msg,CWE-22
semgrep,java.micronaut.path-traversal.file-access-taint-sls.file-access-taint-sls,CWE-22
semgrep,java.micronaut.path-traversal.file-access-taint.file-access-taint,CWE-22
semgrep,java.micronaut.path-traversal.file-taint-msg.file-taint-msg,CWE-22
semgrep,java.micronaut.path-traversal.file-taint-sls.file-taint-sls,CWE-22
semgrep,java.micronaut.redirect.open-redirect.open-redirect,CWE-601
semgrep,java.micronaut.ssrf.httpclient-taint-concat-msg.httpclient-taint-concat-msg,CWE-918
semgrep,java.micronaut.ssrf.httpclient-taint-concat-sls.httpclient-taint-concat-sls,CWE-918
semgrep,java.micronaut.ssrf.httpclient-taint-concat.httpclient-taint-concat,CWE-918
semgrep,java.micronaut.ssrf.java-http-concat-taint-msg.java-http-concat-taint-msg,CWE-918
semgrep,java.micronaut.ssrf.java-http-concat-taint-sls.java-http-concat-taint-sls,CWE-918
semgrep,java.micronaut.ssrf.java-http-concat-taint.java-http-concat-taint,CWE-918
semgrep,java.micronaut.xpath.tainted-xpath-msg.tainted-xpath-msg,CWE-643
semgrep,java.micronaut.xpath.tainted-xpath-sls.tainted-xpath-sls,CWE-643
semgrep,java.micronaut.xpath.tainted-xpath.tainted-xpath,CWE-643
semgrep,java.micronaut.xss.direct-response-write.direct-response-write,CWE-79
semgrep,java.mongo.java-mongo-hardcoded-secret.java-mongo-hardcoded-secret,CWE-798
semgrep,java.mysql.mysql-jdbc-hardcoded-secret.mysql-jdbc-hardcoded-secret,CWE-798
semgrep,java.okhttp.secrets.hardcoded-secret-in-credentials.hardcoded-secret-in-credentials,CWE-798
semgrep,java.okhttp.secrets.hardcoded-secret-in-request-header.hardcoded-secret-in-request-header,CWE-798
semgrep,java.rmi.security.server-dangerous-class-deserialization.server-dangerous-class-deserialization,CWE-502
semgrep,java.rmi.security.server-dangerous-object-deserialization.server-dangerous-object-deserialization,CWE-502
semgrep,java.servlets.security.audit.cookie-httponly-false.cookie-httponly-false,CWE-1004
semgrep,java.servlets.security.audit.cookie-missing-httponly.cookie-missing-httponly,CWE-1004
semgrep,java.servlets.security.audit.cookie-missing-samesite.cookie-missing-samesite,CWE-352
semgrep,java.servlets.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag,CWE-614
semgrep,java.servlets.security.audit.cookie-secure-flag-false.cookie-secure-flag-false,CWE-614
semgrep,java.servlets.security.audit.url-rewriting.url-rewriting,CWE-200
semgrep,java.servlets.security.castor-deserialization-deepsemgrep.castor-deserialization-deepsemgrep,CWE-502
semgrep,java.servlets.security.cookie-issecure-false.cookie-issecure-false,CWE-319
semgrep,java.servlets.security.crlf-injection-logs-deepsemgrep.crlf-injection-logs-deepsemgrep,CWE-93
semgrep,java.servlets.security.crlf-injection-logs.crlf-injection-logs,CWE-93
semgrep,java.servlets.security.httpservlet-path-traversal-deepsemgrep.httpservlet-path-traversal-deepsemgrep,CWE-22
semgrep,java.servlets.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22
semgrep,java.servlets.security.kryo-deserialization-deepsemgrep.kryo-deserialization-deepsemgrep,CWE-502
semgrep,java.servlets.security.no-direct-response-writer-deepsemgrep.no-direct-response-writer-deepsemgrep,CWE-79
semgrep,java.servlets.security.no-direct-response-writer.no-direct-response-writer,CWE-79
semgrep,java.servlets.security.nosql-injection-servlets.nosql-injection-servlets,CWE-89
semgrep,java.servlets.security.objectinputstream-deserialization-servlets.objectinputstream-deserialization-servlets,CWE-502
semgrep,java.servlets.security.servletresponse-writer-xss-deepsemgrep.servletresponse-writer-xss-deepsemgrep,CWE-79
semgrep,java.servlets.security.servletresponse-writer-xss.servletresponse-writer-xss,CWE-79
semgrep,java.servlets.security.tainted-cmd-from-http-request-deepsemgrep.tainted-cmd-from-http-request-deepsemgrep,CWE-78
semgrep,java.servlets.security.tainted-cmd-from-http-request.tainted-cmd-from-http-request,CWE-78
semgrep,java.servlets.security.tainted-code-injection-from-http-request-deepsemgrep.tainted-code-injection-from-http-request-deepsemgrep,CWE-95
semgrep,java.servlets.security.tainted-code-injection-from-http-request.tainted-code-injection-from-http-request,CWE-95
semgrep,java.servlets.security.tainted-ldapi-from-http-request-deepsemgrep.tainted-ldapi-from-http-request-deepsemgrep,CWE-90
semgrep,java.servlets.security.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request,CWE-90
semgrep,java.servlets.security.tainted-session-from-http-request-deepsemgrep.tainted-session-from-http-request-deepsemgrep,CWE-501
semgrep,java.servlets.security.tainted-session-from-http-request.tainted-session-from-http-request,CWE-501
semgrep,java.servlets.security.tainted-sql-from-http-request-deepsemgrep.tainted-sql-from-http-request-deepsemgrep,CWE-89
semgrep,java.servlets.security.tainted-sql-from-http-request.tainted-sql-from-http-request,CWE-89
semgrep,java.servlets.security.tainted-ssrf-deepsemgrep-add.tainted-ssrf-deepsemgrep-add,CWE-918
semgrep,java.servlets.security.tainted-ssrf-deepsemgrep-format.tainted-ssrf-deepsemgrep-format,CWE-918
semgrep,java.servlets.security.tainted-ssrf-deepsemgrep.tainted-ssrf-deepsemgrep,CWE-918
semgrep,java.servlets.security.tainted-ssrf.tainted-ssrf,CWE-918
semgrep,java.servlets.security.tainted-xml-decoder-deepsemgrep.tainted-xml-decoder-deepsemgrep,CWE-611
semgrep,java.servlets.security.tainted-xml-decoder.tainted-xml-decoder,CWE-611
semgrep,java.servlets.security.tainted-xpath-from-http-request-deepsemgrep.tainted-xpath-from-http-request-deepsemgrep,CWE-643
semgrep,java.servlets.security.tainted-xpath-from-http-request.tainted-xpath-from-http-request,CWE-643
semgrep,java.servlets.security.xstream-anytype-deserialization-deepsemgrep.xstream-anytype-deserialization-deepsemgrep,CWE-502
semgrep,java.servlets.security.xxe.tainted-documentbuilderfactory-xxe-servlet.tainted-documentbuilderfactory-xxe-servlet,CWE-611
semgrep,java.servlets.security.xxe.tainted-saxbuilder-xxe-servlet.tainted-saxbuilder-xxe-servlet,CWE-611
semgrep,java.servlets.security.xxe.tainted-saxparser-xxe-servlet.tainted-saxparser-xxe-servlet,CWE-611
semgrep,java.servlets.security.xxe.tainted-saxreader-xxe-servlet.tainted-saxreader-xxe-servlet,CWE-611
semgrep,java.servlets.security.xxe.tainted-saxtransformerfactory-xxe-servlet.tainted-saxtransformerfactory-xxe-servlet,CWE-611
semgrep,java.servlets.security.xxe.tainted-schemafactory-xxe-servlet.tainted-schemafactory-xxe-servlet,CWE-611
semgrep,java.servlets.security.xxe.tainted-validator-xxe-servlet.tainted-validator-xxe-servlet,CWE-611
semgrep,java.servlets.security.xxe.tainted-xmlreader-xxe-servlet.tainted-xmlreader-xxe-servlet,CWE-611
semgrep,java.spring.command-injection.tainted-system-command.tainted-system-command,CWE-78
semgrep,java.spring.log-http-headers.log-request-headers,CWE-532
semgrep,java.spring.security.audit.spel-injection.spel-injection,CWE-94
semgrep,java.spring.security.audit.spring-actuator-fully-enabled.spring-actuator-fully-enabled,CWE-200
semgrep,java.spring.security.audit.spring-csrf-disabled.spring-csrf-disabled,CWE-352
semgrep,java.spring.security.audit.spring-jsp-eval.spring-jsp-eval,CWE-95
semgrep,java.spring.security.audit.spring-sqli.spring-sqli,CWE-89
semgrep,java.spring.security.audit.spring-unvalidated-redirect.spring-unvalidated-redirect,CWE-601
semgrep,java.spring.security.castor-deserialization-deepsemgrep.castor-deserialization-deepsemgrep,CWE-502
semgrep,java.spring.security.hibernate-sqli.hibernate-sqli,CWE-89
semgrep,java.spring.security.injection.tainted-file-path.tainted-file-path,CWE-23
semgrep,java.spring.security.injection.tainted-html-string.tainted-html-string,CWE-79
semgrep,java.spring.security.injection.tainted-sql-string.tainted-sql-string,CWE-89
semgrep,java.spring.security.injection.tainted-system-command.tainted-system-command,CWE-78
semgrep,java.spring.security.injection.tainted-url-host.tainted-url-host,CWE-918
semgrep,java.spring.security.java-sql-sqli.java-sql-sqli,CWE-89
semgrep,java.spring.security.jdbctemplate-sqli.jdbctemplate-sqli,CWE-89
semgrep,java.spring.security.jdo-sqli.jdo-sqli,CWE-89
semgrep,java.spring.security.jpa-sqli.jpa-sqli,CWE-89
semgrep,java.spring.security.kryo-deserialization-deepsemgrep.kryo-deserialization-deepsemgrep,CWE-502
semgrep,java.spring.security.objectinputstream-deserialization-spring.objectinputstream-deserialization-spring,CWE-502
semgrep,java.spring.security.spring-sqli-deepsemgrep.spring-sqli-deepsemgrep,CWE-89
semgrep,java.spring.security.spring-tainted-code-execution.spring-tainted-code-execution,CWE-95
semgrep,java.spring.security.spring-tainted-ldap-injection.spring-tainted-ldap-injection,CWE-90
semgrep,java.spring.security.spring-tainted-xmldecoder.spring-tainted-xmldecoder,CWE-611
semgrep,java.spring.security.tainted-ssrf-spring-add.tainted-ssrf-spring-add,CWE-918
semgrep,java.spring.security.tainted-ssrf-spring-format.tainted-ssrf-spring-format,CWE-918
semgrep,java.spring.security.unrestricted-request-mapping.unrestricted-request-mapping,CWE-352
semgrep,java.spring.security.xstream-anytype-deserialization-deepsemgrep.xstream-anytype-deserialization-deepsemgrep,CWE-502
semgrep,java.spring.security.xxe.tainted-documentbuilderfactory-xxe-spring.tainted-documentbuilderfactory-xxe-spring,CWE-611
semgrep,java.spring.security.xxe.tainted-saxbuilder-xxe-spring.tainted-saxbuilder-xxe-spring,CWE-611
semgrep,java.spring.security.xxe.tainted-saxparser-xxe-spring.tainted-saxparser-xxe-spring,CWE-611
semgrep,java.spring.security.xxe.tainted-saxreader-xxe-spring.tainted-saxreader-xxe-spring,CWE-611
semgrep,java.spring.security.xxe.tainted-saxtransformerfactory-xxe-spring.tainted-saxtransformerfactory-xxe-spring,CWE-611
semgrep,java.spring.security.xxe.tainted-schemafactory-xxe-spring.tainted-schemafactory-xxe-spring,CWE-611
semgrep,java.spring.security.xxe.tainted-validator-xxe-spring.tainted-validator-xxe-spring,CWE-611
semgrep,java.spring.security.xxe.tainted-xmlreader-xxe-spring.tainted-xmlreader-xxe-spring,CWE-611
semgrep,java.spring.simple-command-injection-direct-input.simple-command-injection-direct-input,CWE-78
semgrep,java.spring.spring-tainted-path-traversal.spring-tainted-path-traversal,CWE-22
semgrep,java.spring.tainted-html-string-responsebody.tainted-html-string-responsebody,CWE-79
semgrep,java.spring.xpath.tainted-xpath.tainted-xpath,CWE-643
semgrep,javascript.ajv.security.audit.ajv-allerrors-true.ajv-allerrors-true,CWE-400
semgrep,javascript.angular.security.detect-angular-element-methods.detect-angular-element-methods,CWE-79
semgrep,javascript.angular.security.detect-angular-element-taint.detect-angular-element-taint,CWE-79
semgrep,javascript.angular.security.detect-angular-open-redirect.detect-angular-open-redirect,CWE-79
semgrep,javascript.angular.security.detect-angular-resource-loading.detect-angular-resource-loading,CWE-79
semgrep,javascript.angular.security.detect-angular-sce-disabled.detect-angular-sce-disabled,CWE-79
semgrep,javascript.angular.security.detect-angular-trust-as-css.detect-angular-trust-as-css-method,CWE-79
semgrep,javascript.angular.security.detect-angular-trust-as-html-method.detect-angular-trust-as-html-method,CWE-79
semgrep,javascript.angular.security.detect-angular-trust-as-js-method.detect-angular-trust-as-js-method,CWE-79
semgrep,javascript.angular.security.detect-angular-trust-as-method.detect-angular-trust-as-method,CWE-79
semgrep,javascript.angular.security.detect-angular-trust-as-resourceurl-method.detect-angular-trust-as-resourceurl-method,CWE-79
semgrep,javascript.angular.security.detect-angular-trust-as-url-method.detect-angular-trust-as-url-method,CWE-79
semgrep,javascript.angular.security.detect-third-party-angular-translate.detect-angular-translateprovider-translations-method,CWE-79
semgrep,javascript.apollo.security.apollo-axios-ssrf.apollo-axios-ssrf,CWE-918
semgrep,javascript.argon2.security.unsafe-argon2-config.unsafe-argon2-config,CWE-916
semgrep,javascript.audit.detect-replaceall-sanitization.detect-replaceall-sanitization,CWE-79
semgrep,javascript.aws-lambda.security.detect-child-process.detect-child-process,CWE-78
semgrep,javascript.aws-lambda.security.dynamodb-request-object.dynamodb-request-object,CWE-943
semgrep,javascript.aws-lambda.security.knex-sqli.knex-sqli,CWE-89
semgrep,javascript.aws-lambda.security.mysql-sqli.mysql-sqli,CWE-89
semgrep,javascript.aws-lambda.security.pg-sqli.pg-sqli,CWE-89
semgrep,javascript.aws-lambda.security.sequelize-sqli.sequelize-sqli,CWE-89
semgrep,javascript.aws-lambda.security.tainted-eval.tainted-eval,CWE-95
semgrep,javascript.aws-lambda.security.tainted-html-response.tainted-html-response,CWE-79
semgrep,javascript.aws-lambda.security.tainted-html-string.tainted-html-string,CWE-79
semgrep,javascript.aws-lambda.security.vm-runincontext-injection.vm-runincontext-injection,CWE-94
semgrep,javascript.axios.hardcoded-basic-token.hardcoded-basic-token,CWE-798
semgrep,javascript.axios.hardcoded-bearer-token.hardcoded-bearer-token,CWE-798
semgrep,javascript.bluebird.security.audit.tofastproperties-code-execution.tofastproperties-code-execution,CWE-94
semgrep,javascript.browser.decoded-xss.decoded-xss,CWE-79
semgrep,javascript.browser.open-redirect-pathname.open-redirect-pathname,CWE-601
semgrep,javascript.browser.open-redirect.open-redirect,CWE-601
semgrep,javascript.browser.security.dom-based-xss.dom-based-xss,CWE-79
semgrep,javascript.browser.security.eval-detected.eval-detected,CWE-95
semgrep,javascript.browser.security.insecure-document-method.insecure-document-method,CWE-79
semgrep,javascript.browser.security.insufficient-postmessage-origin-validation.insufficient-postmessage-origin-validation,CWE-345
semgrep,javascript.browser.security.open-redirect.js-open-redirect,CWE-601
semgrep,javascript.browser.security.raw-html-concat.raw-html-concat,CWE-79
semgrep,javascript.browser.security.wildcard-postmessage-configuration.wildcard-postmessage-configuration,CWE-345
semgrep,javascript.browser.xss.xss,CWE-79
semgrep,javascript.chrome-remote-interface.security.audit.chrome-remote-interface-compilescript-injection.chrome-remote-interface-compilescript-injection,CWE-918
semgrep,javascript.crypto.symmetric-hardcoded-key.symmetric-hardcoded-key,CWE-798
semgrep,javascript.crypto.weak-symmetric-algorithm.weak-symmetric-algorithm,CWE-327
semgrep,javascript.crypto.weak-symmetric-mode.weak-symmetric-mode,CWE-327
semgrep,javascript.deno.security.audit.deno-dangerous-run.deno-dangerous-run,CWE-78
semgrep,javascript.express.code.puppeteer-express.puppeteer-express,CWE-94
semgrep,javascript.express.code.vm-express.vm-express,CWE-94
semgrep,javascript.express.code.vm2-express.vm2-express,CWE-94
semgrep,javascript.express.db.knex-express.knex-express,CWE-89
semgrep,javascript.express.db.mongodb-express.mongodb-express,CWE-943
semgrep,javascript.express.db.mongodb-where-express.mongodb-where-express,CWE-943
semgrep,javascript.express.db.mongoose-express.mongoose-express,CWE-89
semgrep,javascript.express.db.mongoose-where-express.mongoose-where-express,CWE-89
semgrep,javascript.express.db.mysql-express.mysql-express,CWE-89
semgrep,javascript.express.db.pg-express.pg-express,CWE-89
semgrep,javascript.express.db.sequelize-express.sequelize-express,CWE-89
semgrep,javascript.express.db.sqlite-express.sqlite-express,CWE-89
semgrep,javascript.express.direct-response-write-with-header.direct-response-write-with-header,CWE-79
semgrep,javascript.express.express-child-process.express-child-process,CWE-78
semgrep,javascript.express.express-fs-filename.express-fs-filename,CWE-22
semgrep,javascript.express.express-sqlite-sqli.express-sqlite-sqli,CWE-89
semgrep,javascript.express.file.fs-express.fs-express,CWE-22
semgrep,javascript.express.file.fs-extra-express.fs-extra-express,CWE-22
semgrep,javascript.express.mongodb.express-mongo-nosqli.express-mongo-nosqli,CWE-943
semgrep,javascript.express.mysql.express-mysql-sqli.express-mysql-sqli,CWE-89
semgrep,javascript.express.needle.ssrf.ssrf,CWE-918
semgrep,javascript.express.open-redirect-deepsemgrep.open-redirect-deepsemgrep,CWE-601
semgrep,javascript.express.os.tainted-os-command-child-process-express.tainted-os-command-child-process-express,CWE-78
semgrep,javascript.express.pg.express-pg-sqli.express-pg-sqli,CWE-89
semgrep,javascript.express.regexp-redos.regexp-redos,CWE-1333
semgrep,javascript.express.request.ssrf-deepsemgrep.ssrf-deepsemgrep,CWE-918
semgrep,javascript.express.security.audit.express-check-csurf-middleware-usage.express-check-csurf-middleware-usage,CWE-352
semgrep,javascript.express.security.audit.express-check-directory-listing.express-check-directory-listing,CWE-548
semgrep,javascript.express.security.audit.express-cookie-settings.express-cookie-session-default-name,CWE-522
semgrep,javascript.express.security.audit.express-cookie-settings.express-cookie-session-no-domain,CWE-522
semgrep,javascript.express.security.audit.express-cookie-settings.express-cookie-session-no-expires,CWE-522
semgrep,javascript.express.security.audit.express-cookie-settings.express-cookie-session-no-httponly,CWE-522
semgrep,javascript.express.security.audit.express-cookie-settings.express-cookie-session-no-path,CWE-522
semgrep,javascript.express.security.audit.express-cookie-settings.express-cookie-session-no-secure,CWE-522
semgrep,javascript.express.security.audit.express-detect-notevil-usage.express-detect-notevil-usage,CWE-1104
semgrep,javascript.express.security.audit.express-jwt-not-revoked.express-jwt-not-revoked,CWE-522
semgrep,javascript.express.security.audit.express-libxml-noent.express-libxml-noent,CWE-611
semgrep,javascript.express.security.audit.express-libxml-vm-noent.express-libxml-vm-noent,CWE-611
semgrep,javascript.express.security.audit.express-open-redirect.express-open-redirect,CWE-601
semgrep,javascript.express.security.audit.express-path-join-resolve-traversal.express-path-join-resolve-traversal,CWE-22
semgrep,javascript.express.security.audit.express-res-sendfile.express-res-sendfile,CWE-73
semgrep,javascript.express.security.audit.express-session-hardcoded-secret.express-session-hardcoded-secret,CWE-798
semgrep,javascript.express.security.audit.express-ssrf.express-ssrf,CWE-918
semgrep,javascript.express.security.audit.express-third-party-object-deserialization.express-third-party-object-deserialization,CWE-502
semgrep,javascript.express.security.audit.express-xml2json-xxe-event.express-xml2json-xxe-event,CWE-611
semgrep,javascript.express.security.audit.remote-property-injection.remote-property-injection,CWE-522
semgrep,javascript.express.security.audit.res-render-injection.res-render-injection,CWE-706
